entry_date,exit_date,direction,entry_level,exit_level,pnl_pct,reason,exit_reason,hold_days
2017-08-28,2017-08-29,LONG,147.0325109583714,148.542479279068,1.027,signal_entry,circuit_breaker,1
2017-09-12,2017-09-13,SHORT,158.74886097891442,155.31809110013475,2.161,signal_entry,circuit_breaker,1
2017-09-27,2017-09-28,SHORT,148.46644142607838,147.07559558531472,0.937,signal_entry,circuit_breaker,1
2017-10-16,2017-10-17,LONG,150.97228035003081,148.95187598584613,-1.338,signal_entry,circuit_breaker,1
2017-10-31,2017-11-01,LONG,145.5341238857796,146.45681127506674,0.634,signal_entry,circuit_breaker,1
2017-11-15,2017-11-16,LONG,147.07811940159735,145.5944915641761,-1.009,signal_entry,circuit_breaker,1
2017-11-30,2017-12-01,SHORT,144.68735848732302,144.15776341031057,0.366,signal_entry,circuit_breaker,1
2017-12-15,2017-12-18,LONG,146.2382660168542,146.12210054863456,-0.079,signal_entry,circuit_breaker,3
2018-01-02,2018-01-03,LONG,153.7443242975024,154.94571116312216,0.781,signal_entry,circuit_breaker,1
2018-01-17,2018-01-18,LONG,152.91285497035088,151.19854526287858,-1.121,signal_entry,circuit_breaker,1
2018-02-01,2018-02-02,LONG,154.72168031740736,160.37767360043205,3.656,signal_entry,circuit_breaker,1
2018-02-16,2018-02-20,SHORT,141.60500725803044,141.60500725803044,-0.0,signal_entry,circuit_breaker,4
2018-03-07,2018-03-08,LONG,145.56068827844155,149.10770765819893,2.437,signal_entry,circuit_breaker,1
2018-03-22,2018-03-23,LONG,145.47627774088184,145.5127262680811,0.025,signal_entry,circuit_breaker,1
2018-04-06,2018-04-09,SHORT,148.45317947754086,146.21266962646138,1.509,signal_entry,circuit_breaker,3
2018-04-23,2018-04-24,SHORT,140.15910870269965,140.74812053845412,-0.42,signal_entry,circuit_breaker,1
2018-05-08,2018-05-09,SHORT,143.17765684780522,142.33190757101352,0.591,signal_entry,circuit_breaker,1
2018-05-23,2018-05-24,LONG,138.51603990715566,137.63059321812605,-0.639,signal_entry,circuit_breaker,1
2018-06-07,2018-06-08,SHORT,141.49937428299447,139.03708843080415,1.74,signal_entry,circuit_breaker,1
2018-06-22,2018-06-25,SHORT,124.16838396852197,122.87083715135387,1.045,signal_entry,circuit_breaker,3
2018-07-09,2018-07-10,SHORT,122.8225827660835,122.09497120134453,0.592,signal_entry,circuit_breaker,1
2018-07-24,2018-07-25,SHORT,122.81216298605842,123.31785914963731,-0.412,signal_entry,circuit_breaker,1
2018-08-08,2018-08-09,LONG,114.16648674347942,116.05297268750313,1.652,signal_entry,circuit_breaker,1
2018-08-23,2018-08-24,LONG,112.0682869585636,112.12736604902312,0.053,signal_entry,circuit_breaker,1
2018-09-07,2018-09-10,LONG,114.46635634662891,110.40996279338897,-3.544,signal_entry,circuit_breaker,3
2018-09-24,2018-09-25,SHORT,115.26247696918334,115.22313360638609,0.034,signal_entry,circuit_breaker,1
2018-10-11,2018-10-12,LONG,115.09254397379053,115.89238569865188,0.695,signal_entry,circuit_breaker,1
2018-10-26,2018-10-29,LONG,116.91950982587949,114.97468512911588,-1.663,signal_entry,circuit_breaker,3
2018-11-12,2018-11-13,SHORT,115.41696993089901,116.23952865023426,-0.713,signal_entry,circuit_breaker,1
2018-11-27,2018-11-28,SHORT,113.5304424927713,113.70745920168845,-0.156,signal_entry,circuit_breaker,1
2018-12-12,2018-12-13,SHORT,122.41648846201925,122.49903533336568,-0.067,signal_entry,circuit_breaker,1
2018-12-27,2018-12-28,LONG,121.74667444087578,123.12329773051916,1.131,signal_entry,circuit_breaker,1
2019-01-14,2019-01-15,LONG,119.65366203941387,120.11386826630667,0.385,signal_entry,circuit_breaker,1
2019-01-29,2019-01-30,LONG,117.42334281649302,118.50712738402973,0.923,signal_entry,circuit_breaker,1
2019-02-15,2019-02-18,SHORT,126.46491380807808,130.53864029502503,-3.221,signal_entry,circuit_breaker,3
